timestamp_utc,phase,elapsed_s,tctl_c,cpu_ppt_w,gpu_ppt_w,fan_rpm,freq_now_avg_all_mhz,freq_now_max_any_mhz,freq_hw_avg_all_mhz,freq_hw_max_any_mhz,freq_now_min_any_mhz,cpu0_now_mhz,cpu0_hw_avg_mhz,active_now_mhz,active_hw_avg_mhz,phase_peak_now_mhz,phase_peak_hw_avg_mhz,policy_max_mhz,hardware_max_mhz,cpu_util_pct,load1,mem_used_pct,thermal_throttle_count,bottleneck,stress_pid
2026-08-27T07:24:29Z,cooldown,29,49.4,NA,26.06,0,3270.8,4822.0,3283.7,4839.6,1101.0,4592.8,4830.9,3270.8,3283.7,4001.3,3710.6,5137.9,5137.9,2.0,1.16,11.0,NA,none,NA
2026-08-27T07:24:31Z,cooldown,32,49.0,NA,19.03,0,3254.6,4839.4,2944.8,4777.4,1101.0,3557.2,3227.5,3254.6,2944.8,4001.3,3710.6,5137.9,5137.9,2.0,1.16,11.0,NA,none,NA
2026-08-27T07:24:34Z,all_core,0,48.9,NA,64.19,0,4642.1,4716.4,4650.0,4691.5,4454.4,4666.5,4647.0,4642.1,4650.0,4642.1,4650.0,5137.9,5137.9,NA,1.07,11.1,NA,none,14586
2026-08-27T07:24:36Z,all_core,3,77.0,NA,56.04,0,4641.9,4666.5,4637.2,4666.5,4466.8,4666.5,4657.7,4641.9,4637.2,4642.1,4650.0,5137.9,5137.9,100.0,1.07,11.2,NA,none,14586
2026-08-27T07:24:39Z,all_core,5,82.4,NA,60.21,0,4633.2,4644.4,4633.2,4641.5,4582.6,4641.5,4641.5,4633.2,4633.2,4642.1,4650.0,5137.9,5137.9,100.0,2.34,11.1,NA,none,14586
2026-08-27T07:24:42Z,all_core,8,85.4,NA,61.66,0,4563.8,4641.5,4554.7,4641.5,4476.8,4641.1,4641.5,4563.8,4554.7,4642.1,4650.0,5137.9,5137.9,100.0,3.68,11.1,NA,none,14586
2026-08-27T07:24:44Z,all_core,11,86.9,NA,57.57,0,4564.8,4616.6,4575.2,4616.5,4491.9,4615.9,4616.1,4564.8,4575.2,4642.1,4650.0,5137.9,5137.9,100.0,3.68,11.1,NA,none,14586
2026-08-27T07:24:47Z,all_core,13,88.6,NA,58.00,0,4510.8,4541.9,4512.0,4566.7,4455.9,4490.1,4466.7,4510.8,4512.0,4642.1,4650.0,5137.9,5137.9,100.0,4.98,11.1,NA,none,14586
2026-08-27T07:24:50Z,all_core,16,88.0,NA,0.52,0,4525.1,4566.7,4535.9,4591.7,4466.6,4547.3,4516.5,4525.1,4535.9,4642.1,4650.0,5137.9,5137.9,100.0,4.98,11.1,NA,none,14586
2026-08-27T07:24:53Z,all_core,19,88.9,NA,59.04,0,4524.3,4591.6,4525.6,4566.7,4464.1,4515.8,4516.7,4524.3,4525.6,4642.1,4650.0,5137.9,5137.9,100.0,6.11,11.0,NA,none,14586
2026-08-27T07:24:55Z,all_core,22,89.4,NA,56.58,0,4516.5,4541.7,4525.5,4566.4,4441.9,4541.5,4516.6,4516.5,4525.5,4642.1,4650.0,5137.9,5137.9,100.0,6.11,11.1,NA,none,14586
2026-08-27T07:24:58Z,all_core,24,89.8,NA,51.95,0,4519.6,4566.7,4522.9,4566.7,4466.6,4566.7,4541.7,4519.6,4522.9,4642.1,4650.0,5137.9,5137.9,100.0,7.06,11.0,NA,none,14586
2026-08-27T07:25:01Z,all_core,27,90.1,NA,62.34,0,4526.5,4566.7,4535.6,4566.7,4480.3,4541.7,4491.6,4526.5,4535.6,4642.1,4650.0,5137.9,5137.9,100.0,7.06,11.0,NA,none,14586
2026-08-27T07:25:04Z,all_core,30,90.2,NA,57.26,0,4521.0,4566.6,4524.8,4566.4,4463.6,4491.8,4490.9,4521.0,4524.8,4642.1,4650.0,5137.9,5137.9,100.0,7.93,11.0,NA,none,14586
2026-08-27T07:25:07Z,all_core,33,90.5,NA,58.81,0,4479.1,4541.4,4480.9,4538.9,4441.6,4541.4,4494.6,4479.1,4480.9,4642.1,4650.0,5137.9,5137.9,100.0,8.90,11.0,NA,none,14586
